,ScripToken,LTPrice,LTQuantity,LTDate,BidPrice,BidQuantity,OfferPrice,OfferQuantity,TotalTradedQty,TradedQuantity,AverageTradePrice,Open,High,Low,Close,PerChange,TurnOver,YearlyHigh,YearlyLow,UpperCkt,LowerCkt,Difference,CostofCarry1,CostOfCarry2,ChangeIndicator,SpotPrice,OITime,OI,OIHigh,OILow,TotalTrades,TradeValueFlag,Trend,SunFlag,AllnoneFlag,Tender,PriceQuotation,TotalBuyQty,TotalSellQty,SegmentId,OIDifference,OIDiffPercentage
117,95734,1050570,75,06/24/2020 09:17:32,1050565,225,1050740,75,290400,4575,1049785,1049930,1050800,1048475,1046770,36,3048600,0,0,0,0,3800,-10842,-10236,+,1053695,09:17:32,7515825,7515825,7398825,0,,,,,0,,191475,146700,,117000,158
118,46281,415,300,06/24/2020 09:17:34,410,1500,415,1800,172950,6675,413,565,565,375,760,-4539,700,0,0,0,0,-345,0,0,-,1053695,09:17:33,3491025,3491025,3482025,0,,,,,0,,199875,74175,,9000,26
119,46283,535,75,06/24/2020 09:17:53,535,75,540,1875,506775,7350,519,465,775,440,955,-4398,2600,0,0,0,0,-420,0,0,-,1053520,09:17:53,4637250,4641150,4637250,0,,,,,0,,490800,176700,,-3900,-8
120,46286,41375,75,06/24/2020 09:17:45,41175,450,41380,525,8550,75,40777,39315,41660,39130,37945,904,3500,0,0,0,0,3430,0,0,+,1053340,09:17:46,1114200,1115175,1114200,0,,,,,0,,71025,57675,,-975,-9
121,46287,720,75,06/24/2020 09:17:54,720,975,725,300,436725,525,700,1150,1150,600,1280,-4375,3100,0,0,0,0,-560,0,0,-,1053630,09:17:54,2090325,2090325,2085075,0,,,,,0,,166050,90450,,5250,25
122,46288,31660,75,06/24/2020 09:17:54,31550,150,31660,75,55725,75,30928,30945,31930,29500,28440,1132,17200,0,0,0,0,3220,0,0,+,1053630,09:17:54,858600,862050,858600,0,,,,,0,,432150,61950,,-3450,-40
123,46290,1025,75,06/24/2020 09:17:54,1020,75,1025,1950,631875,75,1005,1490,1490,910,1795,-4290,6400,0,0,0,0,-770,0,0,-,1053630,09:17:54,2707125,2707125,2668125,0,,,,,0,,180450,126150,,39000,146
124,46293,22280,150,06/24/2020 09:17:54,22285,225,22385,75,95625,300,21720,21310,22650,20235,19460,1449,20800,0,0,0,0,2820,0,0,+,1053630,09:17:53,1585800,1590225,1585800,0,,,,,0,,482475,70350,,-4425,-28
125,106181,2015,250,06/24/2020 09:17:49,1965,250,2015,250,4500,250,2021,1810,2155,1810,2135,-562,100,0,0,0,0,-120,0,0,-,204105,09:17:50,163250,163250,162000,0,,,,,0,,35500,21750,,1250,77
126,46294,1735,150,06/24/2020 09:17:54,1730,1800,1745,1950,788925,1500,1755,2170,2170,1580,2895,-4007,13800,0,0,0,0,-1160,0,0,-,1053630,09:17:54,3004800,3004800,2883750,0,,,,,0,,183675,243075,,121050,420
127,46298,7935,75,06/24/2020 09:17:54,7935,75,7965,75,1592250,4200,7492,6985,8125,6615,6475,2255,119300,0,0,0,0,1460,0,0,+,1053630,09:17:52,3672900,3672900,3616275,0,,,,,0,,379200,187650,,56625,157
128,64845,7300,300,06/24/2020 09:17:34,7055,600,7300,300,600,300,7265,7230,7300,7230,7645,-451,0,0,0,0,0,-345,0,0,-,204175,09:15:32,38100,38100,38100,0,,,,,0,,20400,11400,,0,0
129,95734,1050540,75,06/24/2020 09:17:54,1050540,75,1050600,1275,308700,1050,1049834,1049930,1050800,1048475,1046770,36,3240800,0,0,0,0,3770,-10704,-10497,+,1053630,09:17:53,7515825,7515825,7398825,0,,,,,0,,188175,147150,,117000,158
130,46281,425,75,06/24/2020 09:17:54,420,3000,430,4050,199725,150,414,565,565,375,760,-4408,800,0,0,0,0,-335,0,0,-,1053630,09:17:52,3491025,3491025,3482025,0,,,,,0,,193950,73275,,9000,26
131,46283,525,75,06/24/2020 09:18:14,520,5400,530,6225,552750,7050,520,465,775,440,955,-4503,2900,0,0,0,0,-430,0,0,-,1053855,09:18:13,4637250,4641150,4637250,0,,,,,0,,489375,198975,,-3900,-8
132,46286,41500,75,06/24/2020 09:18:04,41495,75,41670,75,8850,75,40800,39315,41660,39130,37945,937,3600,0,0,0,0,3555,0,0,+,1053660,09:18:04,1114200,1115175,1114200,0,,,,,0,,72900,54750,,-975,-9
133,46287,715,225,06/24/2020 09:18:13,705,150,710,75,496275,1125,702,1150,1150,600,1280,-4414,3500,0,0,0,0,-565,0,0,-,1053985,09:18:13,2090325,2090325,2085075,0,,,,,0,,229725,92475,,5250,25
134,46288,32005,150,06/24/2020 09:18:13,31900,75,32120,750,60375,900,31007,30945,32140,29500,28440,1254,18700,0,0,0,0,3565,0,0,+,1053985,09:18:13,858600,862050,858600,0,,,,,0,,432225,63450,,-3450,-40
135,46290,995,75,06/24/2020 09:18:14,990,1500,1000,11400,731400,5475,1004,1490,1490,910,1795,-4457,7300,0,0,0,0,-800,0,0,-,1053855,09:18:14,2707125,2707125,2668125,0,,,,,0,,348225,140700,,39000,146
136,46293,22605,75,06/24/2020 09:18:13,22595,75,22705,75,112275,600,21869,21310,22955,20235,19460,1616,24600,0,0,0,0,3145,0,0,+,1053985,09:18:13,1585800,1590225,1585800,0,,,,,0,,482325,75825,,-4425,-28
137,106181,2050,250,06/24/2020 09:18:03,2045,250,2175,250,5500,250,2027,1810,2155,1810,2135,-398,100,0,0,0,0,-85,0,0,-,204210,09:17:59,163250,163250,162000,0,,,,,0,,36000,21750,,1250,77
138,46294,1695,75,06/24/2020 09:18:14,1690,225,1695,225,895425,900,1749,2170,2170,1580,2895,-4145,15700,0,0,0,0,-1200,0,0,-,1053855,09:18:13,3004800,3004800,2883750,0,,,,,0,,176550,264525,,121050,420
139,46298,8145,75,06/24/2020 09:18:13,8115,150,8145,150,1725675,13350,7536,6985,8225,6615,6475,2579,130000,0,0,0,0,1670,0,0,+,1053985,09:18:12,3672900,3672900,3616275,0,,,,,0,,387075,192075,,56625,157
140,64845,7300,300,06/24/2020 09:17:46,7120,300,7710,300,900,300,7276,7230,7300,7230,7645,-451,100,0,0,0,0,-345,0,0,-,204045,09:17:46,38100,38100,38100,0,,,,,0,,20400,10800,,0,0
141,64846,8825,300,06/24/2020 09:17:46,8325,600,8830,300,600,300,8712,8600,8825,8600,8560,310,100,0,0,0,0,265,0,0,+,204045,09:17:46,45600,45600,45600,0,,,,,0,,21300,16200,,0,0
142,64848,6895,300,06/24/2020 09:18:07,6645,600,6900,300,2100,1200,6737,6550,6895,6550,6560,511,100,0,0,0,0,335,0,0,+,204290,09:16:29,82200,82200,82200,0,,,,,0,,29100,10800,,0,0
143,95734,1050975,75,06/24/2020 09:18:12,1050770,75,1050950,150,333450,1650,1049902,1049930,1051130,1048475,1046770,40,3500900,0,0,0,0,4205,-11134,-10510,+,1053985,09:18:12,7515825,7515825,7398825,0,,,,,0,,194775,146850,,117000,158
144,106187,115,250,06/24/2020 09:17:50,110,1500,140,500,500,250,122,130,130,115,140,-1786,0,0,0,0,0,-25,0,0,-,204205,09:17:50,249750,249750,249500,0,,,,,0,,56500,18250,,250,10
145,46281,420,675,06/24/2020 09:18:14,415,4650,425,2250,239850,825,415,565,565,375,760,-4474,1000,0,0,0,0,-340,0,0,-,1053855,09:18:14,3491025,3491025,3482025,0,,,,,0,,187200,73350,,9000,26
146,46283,545,300,06/24/2020 09:18:32,545,3675,550,8400,589725,675,521,465,775,440,955,-4293,3100,0,0,0,0,-410,0,0,-,1053435,09:18:32,4637250,4641150,4637250,0,,,,,0,,524250,171075,,-3900,-8
147,106180,1020,250,06/24/2020 09:18:08,920,750,1005,250,4500,250,980,985,1020,890,1310,-2214,0,0,0,0,0,-290,0,0,-,204335,09:17:28,180500,180500,180000,0,,,,,0,,33750,36250,,500,28
148,46286,41775,225,06/24/2020 09:18:18,41620,75,41855,975,9900,300,40903,39315,41775,39130,37945,1009,4000,0,0,0,0,3830,0,0,+,1053855,09:18:18,1114200,1115175,1114200,0,,,,,0,,71025,58275,,-975,-9
149,46287,720,225,06/24/2020 09:18:33,720,3225,730,2850,545025,1275,703,1150,1150,600,1280,-4375,3800,0,0,0,0,-560,0,0,-,1053435,09:18:33,2090325,2090325,2085075,0,,,,,0,,263175,92850,,5250,25
150,46288,31470,300,06/24/2020 09:18:33,31460,75,31630,75,69150,1125,31096,30945,32140,29500,28440,1065,21500,0,0,0,0,3030,0,0,+,1053435,09:18:34,858600,862050,858600,0,,,,,0,,427800,67425,,-3450,-40
151,46290,1030,75,06/24/2020 09:18:34,1020,1500,1030,1575,798975,6225,1004,1490,1490,910,1795,-4262,8000,0,0,0,0,-765,0,0,-,1053435,09:18:34,2707125,2707125,2668125,0,,,,,0,,357375,131925,,39000,146
152,46293,22280,75,06/24/2020 09:18:34,22255,75,22365,75,123300,750,21930,21310,22955,20235,19460,1449,27000,0,0,0,0,2820,0,0,+,1053435,09:18:34,1585800,1590225,1585800,0,,,,,0,,479625,77850,,-4425,-28
153,106181,2145,250,06/24/2020 09:18:23,2040,250,2165,250,6250,500,2041,1810,2155,1810,2135,47,100,0,0,0,0,10,0,0,+,204225,09:18:16,163250,163250,162000,0,,,,,0,,26250,23250,,1250,77
154,46294,1760,75,06/24/2020 09:18:34,1750,450,1760,1500,998700,17775,1746,2170,2170,1580,2895,-3921,17400,0,0,0,0,-1135,0,0,-,1053435,09:18:34,3004800,3004800,2883750,0,,,,,0,,204375,233175,,121050,420
155,46298,7900,75,06/24/2020 09:18:33,7905,300,7935,150,1847250,375,7569,6985,8300,6615,6475,2201,139800,0,0,0,0,1425,0,0,+,1053435,09:18:32,3672900,3672900,3616275,0,,,,,0,,364125,223875,,56625,157
156,64845,7480,300,06/24/2020 09:18:19,7255,300,7740,3900,1200,300,7327,7230,7480,7230,7645,-216,100,0,0,0,0,-165,0,0,-,204325,09:18:19,38100,38100,38100,0,,,,,0,,20100,9600,,0,0
157,64846,8825,300,06/24/2020 09:18:14,8420,900,8895,300,900,300,8750,8600,8825,8600,8560,310,100,0,0,0,0,265,0,0,+,204325,09:17:46,45600,45600,45600,0,,,,,0,,21600,18300,,0,0
158,106183,725,500,06/24/2020 09:18:13,705,250,775,500,6250,1000,662,655,730,605,785,-764,0,0,0,0,0,-60,0,0,-,204335,09:18:13,334000,334500,334000,0,,,,,0,,45750,32000,,-500,-15
159,95734,1050500,75,06/24/2020 09:18:34,1050500,75,1050580,75,355725,7725,1049959,1049930,1051265,1048475,1046770,36,3735000,0,0,0,0,3730,-10169,-9892,+,1053435,09:18:32,7515825,7515825,7398825,0,,,,,0,,203475,162225,,117000,158
160,106187,110,500,06/24/2020 09:18:12,115,250,135,250,1000,500,116,130,130,110,140,-2143,0,0,0,0,0,-30,0,0,-,204335,09:18:12,249750,249750,249500,0,,,,,0,,56500,18500,,250,10
161,46281,435,150,06/24/2020 09:18:34,435,3675,440,3000,268050,1350,416,565,565,375,760,-4276,1100,0,0,0,0,-325,0,0,-,1053435,09:18:34,3491025,3491025,3482025,0,,,,,0,,209625,71925,,9000,26
162,46283,555,75,06/24/2020 09:18:53,555,5925,565,1725,624600,8175,523,465,775,440,955,-4188,3300,0,0,0,0,-400,0,0,-,1053345,09:18:53,4637250,4641150,4637250,0,,,,,0,,536325,170475,,-3900,-8
163,106180,1015,250,06/24/2020 09:18:25,920,750,1050,750,4750,250,981,985,1020,890,1310,-2252,0,0,0,0,0,-295,0,0,-,204350,09:18:25,180500,180500,180000,0,,,,,0,,33750,36000,,500,28
164,46286,41445,150,06/24/2020 09:18:34,41170,150,41415,600,10350,450,40926,39315,41775,39130,37945,922,4200,0,0,0,0,3500,0,0,+,1053435,09:18:34,1114200,1115175,1114200,0,,,,,0,,71325,58800,,-975,-9
165,46287,745,75,06/24/2020 09:18:52,740,750,745,150,572400,375,705,1150,1150,600,1280,-4180,4000,0,0,0,0,-535,0,0,-,1053410,09:18:52,2090325,2090325,2085075,0,,,,,0,,283050,91575,,5250,25
166,46288,31690,75,06/24/2020 09:18:49,31545,75,31695,150,72600,225,31117,30945,32140,29500,28440,1143,22600,0,0,0,0,3250,0,0,+,1053210,09:18:49,858600,862050,858600,0,,,,,0,,428475,64050,,-3450,-40
167,46290,1040,150,06/24/2020 09:18:51,1035,1350,1045,2400,843975,900,1006,1490,1490,910,1795,-4206,8500,0,0,0,0,-755,0,0,-,1053410,09:18:51,2707125,2707125,2668125,0,,,,,0,,368100,134700,,39000,146
168,46293,22495,75,06/24/2020 09:18:51,22410,300,22500,3750,128775,150,21945,21310,22955,20235,19460,1560,28300,0,0,0,0,3035,0,0,+,1053285,09:18:51,1585800,1590225,1585800,0,,,,,0,,482175,75075,,-4425,-28
169,106181,2140,250,06/24/2020 09:18:35,2115,250,2185,250,6750,500,2048,1810,2155,1810,2135,23,100,0,0,0,0,5,0,0,+,204350,09:18:23,163250,163250,162000,0,,,,,0,,33250,23750,,1250,77
170,46294,1790,75,06/24/2020 09:18:54,1785,150,1795,525,1077375,13800,1749,2170,2170,1580,2895,-3817,18800,0,0,0,0,-1105,0,0,-,1053345,09:18:53,3004800,3004800,2883750,0,,,,,0,,195525,217800,,121050,420
171,46298,8040,75,06/24/2020 09:18:53,8030,150,8065,75,1973250,675,7591,6985,8300,6615,6475,2417,149800,0,0,0,0,1565,0,0,+,1053410,09:18:52,3672900,3672900,3616275,0,,,,,0,,369150,208350,,56625,157
172,64846,8890,300,06/24/2020 09:18:26,8705,300,9085,1500,1200,300,8785,8600,8890,8600,8560,386,100,0,0,0,0,330,0,0,+,204265,09:18:26,45600,45600,45600,0,,,,,0,,28500,18600,,0,0
173,106183,740,250,06/24/2020 09:18:43,740,250,770,500,6750,500,667,655,740,605,785,-573,0,0,0,0,0,-45,0,0,-,204350,09:18:44,334000,334500,334000,0,,,,,0,,38000,33000,,-500,-15
174,64848,6800,300,06/24/2020 09:18:40,6720,300,6895,600,3000,300,6764,6550,6895,6550,6560,366,200,0,0,0,0,240,0,0,+,204400,09:18:40,82200,82200,82200,0,,,,,0,,30000,12600,,0,0
175,95734,1050500,75,06/24/2020 09:18:53,1050460,75,1050600,75,373425,150,1049982,1049930,1051265,1048475,1046770,36,3920900,0,0,0,0,3730,-10222,-9736,+,1053410,09:18:50,7515825,7515825,7398825,0,,,,,0,,201900,165600,,117000,158
176,46281,445,750,06/24/2020 09:18:49,440,3900,445,225,282075,2550,417,565,565,375,760,-4145,1200,0,0,0,0,-315,0,0,-,1053065,09:18:48,3491025,3491025,3482025,0,,,,,0,,216225,73650,,9000,26
177,46283,575,150,06/24/2020 09:19:11,570,1050,575,300,647100,3075,524,465,775,440,955,-3979,3400,0,0,0,0,-380,0,0,-,1053045,09:19:11,4637250,4641150,4637250,0,,,,,0,,537675,173700,,-3900,-8
178,106180,980,500,06/24/2020 09:18:59,915,500,1000,250,5500,750,981,985,1020,890,1310,-2519,100,0,0,0,0,-330,0,0,-,204395,09:18:59,180500,180500,180000,0,,,,,0,,33750,35500,,500,28
179,46286,41000,75,06/24/2020 09:19:13,40855,75,41065,225,12750,600,40987,39315,41775,39130,37945,805,5200,0,0,0,0,3055,0,0,+,1052925,09:19:13,1114200,1115175,1114200,0,,,,,0,,68700,58650,,-975,-9
180,46287,760,2175,06/24/2020 09:19:14,760,4200,770,1200,608025,3300,707,1150,1150,600,1280,-4062,4300,0,0,0,0,-520,0,0,-,1052775,09:19:12,2090325,2090325,2085075,0,,,,,0,,291750,77775,,5250,25
181,46288,31205,75,06/24/2020 09:19:14,31200,75,31260,75,75525,75,31133,30945,32140,29500,28440,972,23500,0,0,0,0,2765,0,0,+,1052775,09:19:13,858600,862050,858600,0,,,,,0,,427200,69900,,-3450,-40
182,46290,1085,75,06/24/2020 09:19:14,1075,1425,1085,975,882000,1950,1008,1490,1490,910,1795,-3955,8900,0,0,0,0,-710,0,0,-,1052775,09:19:14,2707125,2707125,2668125,0,,,,,0,,381375,128700,,39000,146
183,46293,22005,75,06/24/2020 09:19:14,22000,525,22110,150,141150,525,21973,21310,22955,20235,19460,1308,31000,0,0,0,0,2545,0,0,+,1052775,09:19:13,1585800,1590225,1585800,0,,,,,0,,476250,79875,,-4425,-28
184,106181,2190,250,06/24/2020 09:19:00,2160,250,2215,250,7500,750,2063,1810,2200,1810,2135,258,200,0,0,0,0,55,0,0,+,204395,09:18:57,163250,163250,162000,0,,,,,0,,27250,24250,,1250,77
185,46294,1840,75,06/24/2020 09:19:14,1840,225,1845,150,1162200,2475,1753,2170,2170,1580,2895,-3644,20400,0,0,0,0,-1055,0,0,-,1052775,09:19:14,3004800,3004800,2883750,0,,,,,0,,198300,187725,,121050,420
186,46298,7740,150,06/24/2020 09:19:14,7710,600,7740,300,2093325,49725,7608,6985,8300,6615,6475,1954,159300,0,0,0,0,1265,0,0,+,1052775,09:19:14,3672900,3672900,3616275,0,,,,,0,,324000,244875,,56625,157
187,106183,770,250,06/24/2020 09:18:58,735,1000,810,250,8750,250,687,655,780,605,785,-191,100,0,0,0,0,-15,0,0,-,204395,09:18:58,334000,334500,334000,0,,,,,0,,38500,32250,,-500,-15
188,64848,6800,300,06/24/2020 09:18:59,6710,300,6885,300,3600,600,6778,6550,6895,6550,6560,366,200,0,0,0,0,240,0,0,+,204390,09:18:59,82200,82200,82200,0,,,,,0,,29400,12900,,0,0
189,95734,1050110,75,06/24/2020 09:19:12,1050100,1725,1050235,75,389850,1500,1049999,1049930,1051265,1048475,1046770,32,4093400,0,0,0,0,3340,-9862,-9394,+,1052945,09:19:12,7515825,7515825,7398825,0,,,,,0,,206625,179100,,117000,158
190,106187,110,500,06/24/2020 09:19:06,100,4250,110,1000,2000,500,114,130,130,110,140,-2143,0,0,0,0,0,-30,0,0,-,204395,09:19:07,249750,249750,249500,0,,,,,0,,58000,19500,,250,10
191,46281,455,150,06/24/2020 09:19:11,450,3225,455,150,316350,300,421,565,565,375,760,-4013,1300,0,0,0,0,-305,0,0,-,1053045,09:19:11,3491025,3491025,3482025,0,,,,,0,,213975,75825,,9000,26
192,46283,590,75,06/24/2020 09:19:32,590,150,595,225,699150,7575,528,465,775,440,955,-3822,3700,0,0,0,0,-365,0,0,-,1052530,09:19:32,4637250,4641150,4637250,0,,,,,0,,549525,173475,,-3900,-8
193,106180,970,250,06/24/2020 09:19:29,870,250,970,250,6500,750,979,985,1020,890,1310,-2595,100,0,0,0,0,-340,0,0,-,204400,09:19:13,180500,180500,180000,0,,,,,0,,33250,38000,,500,28
194,46286,40705,75,06/24/2020 09:19:31,40630,75,40840,75,13950,75,40988,39315,41775,39130,37945,727,5700,0,0,0,0,2760,0,0,+,1052530,09:19:31,1114200,1115175,1114200,0,,,,,0,,70650,59700,,-975,-9
195,46287,780,150,06/24/2020 09:19:32,775,375,780,450,659550,5700,712,1150,1150,600,1280,-3906,4700,0,0,0,0,-500,0,0,-,1052530,09:19:32,2090325,2090325,2085075,0,,,,,0,,296700,80550,,5250,25
196,46288,31000,75,06/24/2020 09:19:34,30995,150,31145,150,80475,75,31134,30945,32140,29500,28440,900,25100,0,0,0,0,2560,0,0,+,1052605,09:19:34,858600,862050,858600,0,,,,,0,,432000,67500,,-3450,-40
197,46290,1085,75,06/24/2020 09:19:34,1080,1350,1085,1125,912450,4800,1011,1490,1490,910,1795,-3955,9200,0,0,0,0,-710,0,0,-,1052605,09:19:34,2707125,2707125,2668125,0,,,,,0,,379800,134475,,39000,146
198,46293,21805,450,06/24/2020 09:19:34,21765,450,21850,150,151650,450,21974,21310,22955,20235,19460,1205,33300,0,0,0,0,2345,0,0,+,1052605,09:19:33,1585800,1590225,1585800,0,,,,,0,,475650,76800,,-4425,-28
199,106181,2185,250,06/24/2020 09:19:32,2165,250,2220,250,10500,500,2098,1810,2245,1810,2135,234,200,0,0,0,0,50,0,0,+,204395,09:19:31,163250,163250,162000,0,,,,,0,,27500,24250,,1250,77
200,46294,1865,150,06/24/2020 09:19:34,1860,300,1870,300,1220925,1050,1758,2170,2170,1580,2895,-3558,21500,0,0,0,0,-1030,0,0,-,1052605,09:19:33,3004800,3004800,2883750,0,,,,,0,,214425,188400,,121050,420
201,46298,7540,450,06/24/2020 09:19:34,7510,450,7545,750,2207250,12300,7610,6985,8300,6615,6475,1645,168000,0,0,0,0,1065,0,0,+,1052605,09:19:33,3672900,3672900,3616275,0,,,,,0,,312525,257550,,56625,157
202,106183,805,250,06/24/2020 09:19:28,775,250,805,250,11750,250,715,655,805,605,785,255,100,0,0,0,0,20,0,0,+,204400,09:19:20,334000,334500,334000,0,,,,,0,,38000,32500,,-500,-15
203,106184,6200,500,06/24/2020 09:19:24,6040,750,6585,750,500,500,6200,6200,6200,6200,6980,-1117,0,0,0,0,0,-780,0,0,-,204400,09:15:10,0,0,0,0,,,,,0,,9750,10250,,0,0
204,95734,1049850,75,06/24/2020 09:19:33,1049830,75,1049975,75,413100,825,1050001,1049930,1051265,1048475,1046770,29,4337600,0,0,0,0,3080,-9450,-8947,+,1052555,09:19:33,7515825,7515825,7398825,0,,,,,0,,199800,172800,,117000,158
205,106187,100,250,06/24/2020 09:19:09,115,250,135,500,3000,1000,109,130,130,100,140,-2857,0,0,0,0,0,-40,0,0,-,204400,09:19:09,249750,249750,249500,0,,,,,0,,57250,19500,,250,10
206,46281,470,75,06/24/2020 09:19:34,465,7575,475,1650,337650,2850,423,565,565,375,760,-3816,1400,0,0,0,0,-290,0,0,-,1052605,09:19:33,3491025,3491025,3482025,0,,,,,0,,210900,75900,,9000,26
207,46283,590,150,06/24/2020 09:19:54,590,675,595,3150,742275,375,532,465,775,440,955,-3822,3900,0,0,0,0,-365,0,0,-,1052165,09:19:53,4637250,4641150,4637250,0,,,,,0,,542025,177750,,-3900,-8
208,106180,950,250,06/24/2020 09:19:37,935,250,970,250,6750,250,978,985,1020,890,1310,-2748,100,0,0,0,0,-360,0,0,-,204410,09:19:38,180500,180500,180000,0,,,,,0,,34500,38250,,500,28
209,46286,40390,75,06/24/2020 09:19:44,40415,75,40630,75,14250,75,40979,39315,41775,39130,37945,644,5800,0,0,0,0,2445,0,0,+,1052205,09:19:41,1114200,1115175,1114200,0,,,,,0,,73125,55650,,-975,-9
210,46287,785,75,06/24/2020 09:19:54,785,450,790,75,694725,1500,716,1150,1150,600,1280,-3867,5000,0,0,0,0,-495,0,0,-,1052165,09:19:54,2090325,2090325,2085075,0,,,,,0,,293250,82650,,5250,25
211,46288,30880,75,06/24/2020 09:19:52,30695,150,30870,150,82350,75,31126,30945,32140,29500,28440,858,25600,0,0,0,0,2440,0,0,+,1052200,09:19:52,858600,862050,858600,0,,,,,0,,426825,67125,,-3450,-40
212,46290,1110,75,06/24/2020 09:19:53,1105,1200,1115,675,958650,750,1015,1490,1490,910,1795,-3816,9700,0,0,0,0,-685,0,0,-,1052235,09:19:53,2707125,2707125,2668125,0,,,,,0,,383625,128850,,39000,146
213,46293,21530,75,06/24/2020 09:19:53,21500,375,21560,150,171975,75,21922,21310,22955,20235,19460,1064,37700,0,0,0,0,2070,0,0,+,1052235,09:19:53,1585800,1590225,1585800,0,,,,,0,,473850,78600,,-4425,-28
214,46294,1890,150,06/24/2020 09:19:53,1890,75,1900,2400,1283100,1725,1764,2170,2170,1580,2895,-3472,22600,0,0,0,0,-1005,0,0,-,1052235,09:19:53,3004800,3004800,2883750,0,,,,,0,,212325,184875,,121050,420
215,46298,7355,75,06/24/2020 09:19:53,7330,600,7365,450,2336925,4875,7598,6985,8300,6615,6475,1359,177600,0,0,0,0,880,0,0,+,1052235,09:19:53,3672900,3672900,3616275,0,,,,,0,,308775,270975,,56625,157
216,106183,800,250,06/24/2020 09:19:49,775,250,805,250,12000,250,717,655,805,605,785,191,100,0,0,0,0,15,0,0,+,204400,09:19:49,334000,334500,334000,0,,,,,0,,37750,33750,,-500,-15
217,64848,6825,600,06/24/2020 09:19:43,6810,300,6880,300,4800,1200,6794,6550,6895,6550,6560,404,300,0,0,0,0,265,0,0,+,204400,09:19:43,82200,82200,82200,0,,,,,0,,29400,12900,,0,0
218,95734,1049555,300,06/24/2020 09:19:53,1049505,975,1049590,150,443100,2925,1049977,1049930,1051265,1048475,1046770,27,4652400,0,0,0,0,2785,-9470,-9175,+,1052235,09:19:53,7515825,7515825,7398825,0,,,,,0,,212925,195300,,117000,158
219,46281,475,375,06/24/2020 09:19:53,470,900,475,1500,348300,450,425,565,565,375,760,-3750,1500,0,0,0,0,-285,0,0,-,1052165,09:19:52,3491025,3491025,3482025,0,,,,,0,,200925,70500,,9000,26
220,46283,610,75,06/24/2020 09:20:13,610,2475,620,3675,788175,1125,536,465,775,440,955,-3613,4200,0,0,0,0,-345,0,0,-,1051210,09:20:13,4637250,4641150,4637250,0,,,,,0,,538500,171000,,-3900,-8
221,106180,900,250,06/24/2020 09:20:03,880,500,955,250,7500,500,971,985,1020,890,1310,-3130,100,0,0,0,0,-410,0,0,-,204600,09:20:03,180500,180500,180000,0,,,,,0,,34000,38250,,500,28
222,46286,39790,75,06/24/2020 09:20:11,39650,75,39895,75,15075,150,40931,39315,41775,39130,37945,486,6200,0,0,0,0,1845,0,0,+,1051185,09:20:11,1114200,1115175,1114200,0,,,,,0,,66075,57675,,-975,-9
223,46287,830,150,06/24/2020 09:20:14,825,75,830,2325,733350,1050,721,1150,1150,600,1280,-3516,5300,0,0,0,0,-450,0,0,-,1051210,09:20:12,2090325,2090325,2085075,0,,,,,0,,199275,76800,,5250,25
224,46288,29900,75,06/24/2020 09:20:13,29860,150,30075,150,85650,225,31097,30945,32140,29500,28440,513,26600,0,0,0,0,1460,0,0,+,1051165,09:20:13,858600,862050,858600,0,,,,,0,,424500,70350,,-3450,-40
225,46290,1185,150,06/24/2020 09:20:14,1180,1125,1190,1425,1006875,4200,1021,1490,1490,910,1795,-3398,10300,0,0,0,0,-610,0,0,-,1051165,09:20:14,2707125,2707125,2668125,0,,,,,0,,231075,132600,,39000,146
226,46293,20880,75,06/24/2020 09:20:14,20825,225,20920,150,185850,450,21873,21310,22955,20235,19460,730,40700,0,0,0,0,1420,0,0,+,1051165,09:20:13,1585800,1590225,1585800,0,,,,,0,,472050,75075,,-4425,-28
227,106181,2270,250,06/24/2020 09:20:04,2230,250,2290,250,11250,500,2109,1810,2275,1810,2135,632,200,0,0,0,0,135,0,0,+,204565,09:20:05,163250,163250,162000,0,,,,,0,,27500,25750,,1250,77
228,46294,2015,75,06/24/2020 09:20:14,2015,300,2025,225,1378800,600,1776,2170,2170,1580,2895,-3040,24500,0,0,0,0,-880,0,0,-,1051165,09:20:12,3004800,3004800,2883750,0,,,,,0,,206775,171525,,121050,420
229,46298,6965,75,06/24/2020 09:20:14,6965,75,6995,300,2500725,6825,7567,6985,8300,6615,6475,757,189200,0,0,0,0,490,0,0,+,1051210,09:20:13,3672900,3672900,3616275,0,,,,,0,,271350,267975,,56625,157
230,106182,2595,250,06/24/2020 09:20:00,2465,250,2835,500,500,500,2597,2600,2600,2595,3290,-2112,0,0,0,0,0,-695,0,0,-,204600,09:15:10,0,0,0,0,,,,,0,,17000,10750,,0,0
